NAME,NDVI,YMD
温县,0.8322821735906738,2017-07-22
太康县,0.7916413090731368,2017-07-22
正阳县,0.8377877542401116,2017-07-22
西工区,,2017-07-22
博爱县,,2017-07-22
柘城县,0.7851884913705144,2017-07-22
永城市,0.6816657619879157,2017-07-22
安阳县,0.7660916172225841,2017-07-22
湛河区,0.7535988293868287,2017-07-22
襄城县,0.7103436042021501,2017-07-22
义马市,,2017-07-22
长垣县,,2017-07-22
兰考县,,2017-07-22
镇平县,0.6963711275602923,2017-07-22
新密市,0.6485204947723433,2017-07-22
开封市区,,2017-07-22
卫滨区,,2017-07-22
洛龙区,0.716144521024444,2017-07-22
鄢陵县,0.8113305438176763,2017-07-22
卫东区,0.7383476050189893,2017-07-22
二七区,0.335975647847511,2017-07-22
获嘉县,0.592812474758637,2017-07-22
南乐县,,2017-07-22
荥阳市,0.38668179175293643,2017-07-22
濮阳县,,2017-07-22
瀍河回族区,0.7020678971976095,2017-07-22
灵宝市,0.74483080061622,2017-07-22
上蔡县,0.7637157431967286,2017-07-22
通许县,,2017-07-22
新安县,0.47428801593928394,2017-07-22
鹿邑县,0.7474080770370193,2017-07-22
中牟县,,2017-07-22
栾川县,0.686065471229541,2017-07-22
沈丘县,0.7824671560386182,2017-07-22
郾城区,0.7769391302046549,2017-07-22
郏县,0.6391015767225332,2017-07-22
惠济区,,2017-07-22
宁陵县,0.7907510026031014,2017-07-22
陕县,0.7357789105390433,2017-07-22
伊川县,0.666756462325756,2017-07-22
汝阳县,0.6847917106426789,2017-07-22
鲁山县,0.6968104120041654,2017-07-22
淅川县,0.6681792421788391,2017-07-22
长葛市,,2017-07-22
新郑市,,2017-07-22
川汇区,0.720100621714668,2017-07-22
林州市,,2017-07-22
开封县,,2017-07-22
浚县,0.8167672079112847,2017-07-22
牧野区,,2017-07-22
许昌县,0.7181852849407963,2017-07-22
新蔡县,0.7999277662850796,2017-07-22
桐柏县,0.7954184719065278,2017-07-22
清丰县,,2017-07-22
临颍县,0.7971615233605462,2017-07-22
淇县,0.8140890213181987,2017-07-22
南召县,0.8127765775782464,2017-07-22
新华区,0.7139227073066685,2017-07-22
舞阳县,0.7958288989067948,2017-07-22
新乡县,0.5682730826886996,2017-07-22
潢川县,0.7901401544893095,2017-07-22
滑县,,2017-07-22
浉河区,0.7652852372835878,2017-07-22
卢氏县,0.7328301505116784,2017-07-22
梁园区,0.7467978376069876,2017-07-22
民权县,0.8013248473194986,2017-07-22
新县,0.7377661157916465,2017-07-22
尉氏县,,2017-07-22
嵩县,0.7568282387132826,2017-07-22
湖滨区,0.6298995959968031,2017-07-22
方城县,0.7970350727914082,2017-07-22
淮阳县,0.7969707934458343,2017-07-22
济源市,,2017-07-22
平舆县,0.8099626988011394,2017-07-22
台前县,,2017-07-22
封丘县,,2017-07-22
源汇区,0.7840210934696991,2017-07-22
孟津县,0.8058268685896768,2017-07-22
金水区,,2017-07-22
睢阳区,0.7701124700640292,2017-07-22
固始县,0.7908128587962746,2017-07-22
商城县,0.7638153047025554,2017-07-22
登封市,,2017-07-22
巩义市,0.8050410312057649,2017-07-22
汝州市,0.6533408266844298,2017-07-22
内黄县,0.7679154234127648,2017-07-22
鹤山区,0.7698076389838802,2017-07-22
卫辉市,0.7508778964549601,2017-07-22
文峰区,0.7717582019290237,2017-07-22
石龙区,,2017-07-22
息县,0.8245736819056577,2017-07-23
郸城县,0.7686271829130031,2017-07-23
确山县,0.8172229549177504,2017-07-23
杞县,0.807218100075272,2017-07-23
马村区,,2017-07-23
西平县,0.7940223960130208,2017-07-23
辉县市,,2017-07-23
舞钢市,0.7486927305444316,2017-07-23
新野县,0.7757342967870747,2017-07-23
洛宁县,0.6033813952914243,2017-07-23
凤泉区,,2017-07-23
虞城县,0.7952440598408379,2017-07-23
项城市,0.773567660556425,2017-07-23
渑池县,0.451117864379324,2017-07-23
商水县,0.7834757364370963,2017-07-23
禹州市,0.6724504628122949,2017-07-23
偃师市,0.567161515814811,2017-07-23
北关区,,2017-07-23
华龙区,,2017-07-23
武陟县,0.6440662053881574,2017-07-23
中原区,0.45833581748636715,2017-07-23
内乡县,0.6675939630765955,2017-07-23
山城区,,2017-07-23
召陵区,0.7826622220023184,2017-07-23
汝南县,0.8330467954507017,2017-07-23
遂平县,0.8089808568444846,2017-07-23
叶县,0.7583102892164545,2017-07-23
唐河县,0.7714848489758653,2017-07-23
西华县,0.7926127749672994,2017-07-23
汤阴县,0.6754988651787142,2017-07-23
范县,0.5832838724575826,2017-07-23
吉利区,,2017-07-23
管城回族区,0.49675862006535393,2017-07-23
涧西区,0.2742339211767012,2017-07-23
淮滨县,0.8242777465338276,2017-07-23
孟州市,0.6299894863356438,2017-07-23
宝丰县,0.6719688508094436,2017-07-23
上街区,,2017-07-23
山阳区,,2017-07-23
宜阳县,0.4880980981868277,2017-07-23
罗山县,0.8174599565152839,2017-07-23
解放区,,2017-07-23
驿城区,0.7812269120035962,2017-07-23
淇滨区,,2017-07-23
延津县,0.5714860902752102,2017-07-23
魏都区,0.6981541576843143,2017-07-23
原阳县,0.6590569415756423,2017-07-23
邓州市,0.7244609271018053,2017-07-23
卧龙区,0.6892859102816133,2017-07-23
睢县,0.8026382744426981,2017-07-23
龙安区,,2017-07-23
中站区,,2017-07-23
夏邑县,0.7662146031854803,2017-07-23
沁阳市,0.6642896066789615,2017-07-23
平桥区,0.797224543249724,2017-07-23
光山县,0.8001990160132234,2017-07-23
泌阳县,0.7763541193515147,2017-07-23
修武县,,2017-07-23
西峡县,0.7320797661611755,2017-07-23
宛城区,0.723994040320846,2017-07-23
殷都区,,2017-07-23
老城区,0.4109484734809871,2017-07-23
红旗区,,2017-07-23
扶沟县,0.8056735630719805,2017-07-23
社旗县,0.7985474330953298,2017-07-23
温县,0.630398393304931,2017-07-23
太康县,0.7996216563713652,2017-07-23
正阳县,0.8463521735868672,2017-07-23
西工区,0.34485060545644697,2017-07-23
博爱县,0.6289183571450748,2017-07-23
柘城县,0.8071565069870431,2017-07-23
永城市,0.7110000874419223,2017-07-23
安阳县,0.6668094317173759,2017-07-23
湛河区,0.7059457281611154,2017-07-23
襄城县,0.6962089910853719,2017-07-23
义马市,0.5183207727214986,2017-07-23
长垣县,0.6692797093150542,2017-07-23
兰考县,0.7109817587466171,2017-07-23
镇平县,0.6927228090670576,2017-07-23
新密市,0.6064462831695949,2017-07-23
开封市区,0.576061844345958,2017-07-23
卫滨区,,2017-07-23
洛龙区,0.5216125772219993,2017-07-23
鄢陵县,0.7916717314659719,2017-07-23
卫东区,0.7215266718370785,2017-07-23
二七区,0.44731891916912203,2017-07-23
获嘉县,0.6787419520562201,2017-07-23
南乐县,0.7905808838129135,2017-07-23
荥阳市,0.5701462323822647,2017-07-23
濮阳县,0.6211239275133679,2017-07-23
瀍河回族区,,2017-07-23
灵宝市,0.6013139461215447,2017-07-23
上蔡县,0.7643764919237237,2017-07-23
通许县,0.7816565193694753,2017-07-23
新安县,0.521203987426255,2017-07-23
鹿邑县,0.7626058948547393,2017-07-23
中牟县,0.6222897483885463,2017-07-23
栾川县,0.6722057984642497,2017-07-23
沈丘县,0.7864355822773831,2017-07-23
郾城区,0.7605586436228734,2017-07-23
郏县,0.7006335120362844,2017-07-23
惠济区,0.2548026176905214,2017-07-23
宁陵县,0.8024788657102854,2017-07-23
陕县,0.5674032238183946,2017-07-23
伊川县,0.5702269247907507,2017-07-23
汝阳县,0.6562995104641696,2017-07-23
鲁山县,0.688348198090908,2017-07-23
淅川县,0.5748750194873953,2017-07-23
长葛市,0.6807404467470674,2017-07-23
新郑市,0.6418950142999662,2017-07-23
川汇区,0.7078238047750952,2017-07-23
林州市,0.5785639374781911,2017-07-23
开封县,0.692704057385201,2017-07-23
浚县,0.6674513655410951,2017-07-23
牧野区,,2017-07-23
许昌县,0.7349710151011337,2017-07-23
新蔡县,0.8089278184285416,2017-07-23
桐柏县,0.7818895298568456,2017-07-23
清丰县,0.6176147977165835,2017-07-23
临颍县,0.7802594881025312,2017-07-23
淇县,,2017-07-23
南召县,0.712015662240277,2017-07-23
新华区,0.676175048731765,2017-07-23
舞阳县,0.7850703609862406,2017-07-23
新乡县,0.6383014111599765,2017-07-23
潢川县,0.8066155447088851,2017-07-23
滑县,0.544830553245818,2017-07-23
浉河区,0.7560759943107273,2017-07-23
卢氏县,0.6403106885950354,2017-07-23
梁园区,0.7702693753398285,2017-07-23
民权县,0.7818455626082036,2017-07-23
新县,0.7705292287638313,2017-07-23
尉氏县,0.7747983226927561,2017-07-23
嵩县,0.6729438020998593,2017-07-23
湖滨区,0.5092341716849598,2017-07-23
方城县,0.7666668047753727,2017-07-23
淮阳县,0.8054960433621124,2017-07-23
济源市,0.5728097427099634,2017-07-23
平舆县,0.8130141490206172,2017-07-23
台前县,0.38538279647582213,2017-07-23
封丘县,0.727645575898252,2017-07-23
源汇区,0.7764317635722425,2017-07-23
孟津县,0.537143075456408,2017-07-23
金水区,0.38558619782453507,2017-07-23
睢阳区,0.790892615036167,2017-07-23
固始县,0.8179099380106166,2017-07-23
商城县,0.7874561503261909,2017-07-23
登封市,0.5474834827812632,2017-07-23
巩义市,0.5468299781384351,2017-07-23
汝州市,0.6283457002588722,2017-07-23
内黄县,0.6153375951392599,2017-07-23
鹤山区,,2017-07-23
卫辉市,0.7155856999243615,2017-07-23
文峰区,,2017-07-23
石龙区,0.5917071280502341,2017-07-23
息县,0.8368516667490776,2017-07-24
郸城县,0.7859494316949941,2017-07-24
确山县,0.8341686836794652,2017-07-24
杞县,0.8321570859646313,2017-07-24
马村区,,2017-07-24
西平县,0.8260185231401225,2017-07-24
辉县市,,2017-07-24
舞钢市,0.7894743930040701,2017-07-24
新野县,0.8154919309345383,2017-07-24
洛宁县,0.6466937623926114,2017-07-24
凤泉区,0.7180122375081293,2017-07-24
虞城县,0.8059812614371149,2017-07-24
项城市,0.7983542110984578,2017-07-24
渑池县,0.5572666304002581,2017-07-24
商水县,0.8105940777726128,2017-07-24
禹州市,0.740777361429784,2017-07-24
偃师市,0.7181113890185902,2017-07-24
北关区,,2017-07-24
华龙区,,2017-07-24
武陟县,0.6667380253974114,2017-07-24
中原区,0.5910306937035962,2017-07-24
内乡县,0.749778141046215,2017-07-24
山城区,,2017-07-24
召陵区,0.8113584612424136,2017-07-24
汝南县,0.8480079310585618,2017-07-24
遂平县,0.8245731207166501,2017-07-24
叶县,0.808157195667936,2017-07-24
唐河县,0.8175414911705449,2017-07-24
西华县,0.8249141296055025,2017-07-24
汤阴县,,2017-07-24
范县,,2017-07-24
吉利区,,2017-07-24
管城回族区,0.5891868646689914,2017-07-24
涧西区,0.5389961509556384,2017-07-24
淮滨县,0.8304600718947588,2017-07-24
孟州市,0.7523808872285388,2017-07-24
宝丰县,0.7450683789258074,2017-07-24
上街区,,2017-07-24
山阳区,0.9952107279693486,2017-07-24
宜阳县,0.6445663949480298,2017-07-24
罗山县,0.8285179048201556,2017-07-24
解放区,,2017-07-24
驿城区,0.8036496518786183,2017-07-24
淇滨区,,2017-07-24
延津县,0.26703132769766286,2017-07-24
魏都区,0.7152625228901245,2017-07-24
原阳县,,2017-07-24
邓州市,0.7923827496628056,2017-07-24
卧龙区,0.758343702812172,2017-07-24
睢县,0.821127933690397,2017-07-24
龙安区,,2017-07-24
中站区,,2017-07-24
夏邑县,0.777793998867292,2017-07-24
沁阳市,0.6969764364840637,2017-07-24
平桥区,0.8158767619714049,2017-07-24
光山县,0.8081295917726904,2017-07-24
泌阳县,0.8077339142784048,2017-07-24
修武县,,2017-07-24
西峡县,0.7840524762905249,2017-07-24
宛城区,0.7832942229313675,2017-07-24
殷都区,,2017-07-24
老城区,0.5037140374245472,2017-07-24
红旗区,0.2472801546091584,2017-07-24
扶沟县,0.8401700859599904,2017-07-24
社旗县,0.8374254237373658,2017-07-24
温县,0.8128835334973079,2017-07-24
太康县,0.825734835148196,2017-07-24
正阳县,0.8602849209234691,2017-07-24
西工区,0.4719363202905108,2017-07-24
博爱县,0.8014707704230584,2017-07-24
柘城县,0.8178001863463246,2017-07-24
永城市,0.720336030766205,2017-07-24
安阳县,,2017-07-24
湛河区,0.7683185732953485,2017-07-24
襄城县,0.7628492723047096,2017-07-24
义马市,0.5737774199054175,2017-07-24
长垣县,,2017-07-24
兰考县,0.7913272971732642,2017-07-24
镇平县,0.7651515405645473,2017-07-24
新密市,0.6709464593998652,2017-07-24
开封市区,0.5742405041455932,2017-07-24
卫滨区,,2017-07-24
洛龙区,0.6480134800209499,2017-07-24
鄢陵县,0.8310101851080717,2017-07-24
卫东区,0.7693426036636866,2017-07-24
二七区,0.5783680290443128,2017-07-24
获嘉县,0.3941025737325346,2017-07-24
南乐县,,2017-07-24
荥阳市,0.731681089309218,2017-07-24
濮阳县,,2017-07-24
瀍河回族区,0.6324671845700509,2017-07-24
灵宝市,0.6840061257278118,2017-07-24
上蔡县,0.7930966281563764,2017-07-24
通许县,0.8126942099097684,2017-07-24
新安县,0.555307336571614,2017-07-24
鹿邑县,0.7790194051753084,2017-07-24
中牟县,0.6941168531234092,2017-07-24
栾川县,0.7482098494376191,2017-07-24
沈丘县,0.8046398798258584,2017-07-24
郾城区,0.8090483340430057,2017-07-24
郏县,0.7656650749228665,2017-07-24
惠济区,,2017-07-24
宁陵县,0.8109795147689353,2017-07-24
陕县,0.6562430888239352,2017-07-24
伊川县,0.6943134845469867,2017-07-24
汝阳县,0.7343881959943488,2017-07-24
鲁山县,0.7588784132528006,2017-07-24
淅川县,0.686088235265987,2017-07-24
长葛市,0.7409098050730826,2017-07-24
新郑市,0.6542796184054313,2017-07-24
川汇区,0.7304418365569443,2017-07-24
林州市,,2017-07-24
开封县,0.7704586153880434,2017-07-24
浚县,,2017-07-24
牧野区,0.3960722316599979,2017-07-24
许昌县,0.7921006697203162,2017-07-24
新蔡县,0.8240480169915521,2017-07-24
桐柏县,0.8160212006995208,2017-07-24
清丰县,,2017-07-24
临颍县,0.8270441920726819,2017-07-24
淇县,0.2604943430356549,2017-07-24
南召县,0.7822990514289867,2017-07-24
新华区,0.7282743811048542,2017-07-24
舞阳县,0.8281338642698747,2017-07-24
新乡县,0.4307698007525839,2017-07-24
潢川县,0.8090474505267677,2017-07-24
滑县,,2017-07-24
浉河区,0.7861473612922483,2017-07-24
卢氏县,0.7283906626919608,2017-07-24
梁园区,0.7846135474693958,2017-07-24
民权县,0.8188668376920468,2017-07-24
新县,0.7858420426949391,2017-07-24
尉氏县,0.8253446647169224,2017-07-24
嵩县,0.7643010686886653,2017-07-24
湖滨区,0.5715059589545752,2017-07-24
方城县,0.8127981773763286,2017-07-24
淮阳县,0.824282603319438,2017-07-24
济源市,0.5082383648012058,2017-07-24
平舆县,0.8317113667476058,2017-07-24
台前县,,2017-07-24
封丘县,,2017-07-24
源汇区,0.8119859144085472,2017-07-24
孟津县,0.5867854878623829,2017-07-24
金水区,,2017-07-24
睢阳区,0.8042325003189493,2017-07-24
固始县,0.8054404916199006,2017-07-24
商城县,0.7827846095998408,2017-07-24
登封市,0.649211622234861,2017-07-24
巩义市,0.7148889480935228,2017-07-24
汝州市,0.7084527101456525,2017-07-24
内黄县,,2017-07-24
鹤山区,,2017-07-24
卫辉市,0.43406431886161284,2017-07-24
文峰区,,2017-07-24
石龙区,0.6655003770198797,2017-07-24
息县,0.8063330269056173,2017-07-25
郸城县,0.7320980678922885,2017-07-25
确山县,0.8088368450284967,2017-07-25
杞县,0.797564689214783,2017-07-25
马村区,0.7276759539093158,2017-07-25
西平县,0.5137878798091712,2017-07-25
辉县市,0.765802790018391,2017-07-25
舞钢市,0.661147971385851,2017-07-25
新野县,0.7453782193196085,2017-07-25
洛宁县,0.5279091890212697,2017-07-25
凤泉区,0.6488708056298726,2017-07-25
虞城县,0.6955733825378934,2017-07-25
项城市,0.7567213512874095,2017-07-25
渑池县,0.5626760338872453,2017-07-25
商水县,0.7290604551399934,2017-07-25
禹州市,0.569580186353424,2017-07-25
偃师市,0.6348802741266673,2017-07-25
北关区,,2017-07-25
华龙区,0.6188962009179977,2017-07-25
武陟县,0.5317195781471018,2017-07-25
中原区,0.45605494762187065,2017-07-25
内乡县,0.5835989157183826,2017-07-25
山城区,0.7652544428761247,2017-07-25
召陵区,0.658781215670178,2017-07-25
汝南县,0.8429326995135024,2017-07-25
遂平县,0.6842145016904727,2017-07-25
叶县,,2017-07-25
唐河县,0.7360609475692367,2017-07-25
西华县,0.7171262423240183,2017-07-25
汤阴县,0.649643121609406,2017-07-25
范县,0.7486815298903314,2017-07-25
吉利区,,2017-07-25
管城回族区,0.5065263810830176,2017-07-25
涧西区,,2017-07-25
淮滨县,0.8092012363724467,2017-07-25
孟州市,0.25494575622208043,2017-07-25
宝丰县,0.5937175455368062,2017-07-25
上街区,,2017-07-25
山阳区,,2017-07-25
宜阳县,0.5375811204937886,2017-07-25
罗山县,0.7968043281250768,2017-07-25
解放区,,2017-07-25
驿城区,0.7271401133470391,2017-07-25
淇滨区,0.5821210040959943,2017-07-25
延津县,0.7626466733320194,2017-07-25
魏都区,,2017-07-25
原阳县,0.712196413687533,2017-07-25
邓州市,0.7188685676930243,2017-07-25
卧龙区,0.6719862422750217,2017-07-25
睢县,0.8072955806173812,2017-07-25
龙安区,0.6281355955865697,2017-07-25
中站区,,2017-07-25
夏邑县,0.4602434035045605,2017-07-25
沁阳市,,2017-07-25
平桥区,0.7773089021660825,2017-07-25
光山县,0.7712702005096368,2017-07-25
泌阳县,0.7541443507559817,2017-07-25
修武县,0.7718304929103718,2017-07-25
西峡县,0.6542294439607087,2017-07-25
宛城区,0.6991625311077132,2017-07-25
殷都区,,2017-07-25
老城区,0.20975403989740202,2017-07-25
红旗区,0.6497931702316169,2017-07-25
扶沟县,0.6191827116283726,2017-07-25
社旗县,0.7883859336785478,2017-07-25
温县,0.46758567583431976,2017-07-25
太康县,0.7542615425339448,2017-07-25
正阳县,0.8443427900193665,2017-07-25
西工区,,2017-07-25
博爱县,,2017-07-25
柘城县,0.7767676471029104,2017-07-25
永城市,0.6416653363597794,2017-07-25
安阳县,0.49214245349725977,2017-07-25
湛河区,,2017-07-25
襄城县,0.4150173698854779,2017-07-25
义马市,,2017-07-25
长垣县,0.7664602200815033,2017-07-25
兰考县,0.6530974692398089,2017-07-25
镇平县,0.6485025433495106,2017-07-25
新密市,0.4879933229195737,2017-07-25
开封市区,0.5583377911058252,2017-07-25
卫滨区,0.7026462137127488,2017-07-25
洛龙区,,2017-07-25
鄢陵县,,2017-07-25
卫东区,0.6398095336120557,2017-07-25
二七区,0.49753020392037856,2017-07-25
获嘉县,0.748720635316438,2017-07-25
南乐县,0.7946728238824644,2017-07-25
荥阳市,0.5460881553834771,2017-07-25
濮阳县,0.7417475164049453,2017-07-25
瀍河回族区,,2017-07-25
灵宝市,0.5876217180476824,2017-07-25
上蔡县,0.6564826380327221,2017-07-25
通许县,0.6954999584182112,2017-07-25
新安县,0.6651167925155875,2017-07-25
鹿邑县,0.737522327699702,2017-07-25
中牟县,0.6830678290561011,2017-07-25
栾川县,0.6594527184566257,2017-07-25
沈丘县,0.7732961129805423,2017-07-25
郾城区,0.6540593457375141,2017-07-25
郏县,0.6623440019136806,2017-07-25
