NAME,YMD,NDVI
鲁山县,2016-03-11,0.36929660842555917
淅川县,2016-03-11,0.40962997528855466
长葛市,2016-03-11,0.535223205390665
新郑市,2016-03-11,0.3392164639231548
川汇区,2016-03-11,0.46734439216566986
林州市,2016-03-11,0.21138799791135005
开封县,2016-03-11,0.332297756816316
浚县,2016-03-11,0.4414171402485295
牧野区,2016-03-11,0.3783111053737099
许昌县,2016-03-11,0.5488331129330665
新蔡县,2016-03-11,0.6632583498488457
桐柏县,2016-03-11,0.31320854927954644
清丰县,2016-03-11,0.3620033443695226
临颍县,2016-03-11,0.5578152419553373
淇县,2016-03-11,0.3552287190399791
南召县,2016-03-11,0.2581169685057573
新华区,2016-03-11,0.4318709703012816
舞阳县,2016-03-11,0.6104746105404985
新乡县,2016-03-11,0.4769128555319831
潢川县,2016-03-11,0.3608349398528005
滑县,2016-03-11,0.4553157308008963
浉河区,2016-03-11,0.27405031560147053
卢氏县,2016-03-11,0.21757940579404217
梁园区,2016-03-11,0.46549124933750824
民权县,2016-03-11,0.4128011622546579
新县,2016-03-11,0.32742533732251944
尉氏县,2016-03-11,0.4813804024750907
嵩县,2016-03-11,0.24956210175499227
湖滨区,2016-03-11,0.23093800475920218
方城县,2016-03-11,0.43443014287555576
淮阳县,2016-03-11,0.5495099006530729
济源市,2016-03-11,0.31239492033938177
平舆县,2016-03-11,0.659927946563048
台前县,2016-03-11,0.30626392701561317
封丘县,2016-03-11,0.484057280931905
源汇区,2016-03-11,0.5507909928261339
孟津县,2016-03-11,0.3343289842693033
金水区,2016-03-11,0.2030363511088136
睢阳区,2016-03-11,0.5480253198944051
固始县,2016-03-11,0.3371691382810594
商城县,2016-03-11,0.2897655886751299
登封市,2016-03-11,0.2959157312434996
巩义市,2016-03-11,0.27513999763742947
汝州市,2016-03-11,0.3603178877674768
内黄县,2016-03-11,0.2854163531787096
鹤山区,2016-03-11,0.20760553094373566
卫辉市,2016-03-11,0.414538159120732
文峰区,2016-03-11,0.4182344393966633
石龙区,2016-03-11,0.23361254275695117
息县,2016-03-12,
郸城县,2016-03-12,
确山县,2016-03-12,
杞县,2016-03-12,0.4137886131764667
马村区,2016-03-12,
西平县,2016-03-12,
辉县市,2016-03-12,
舞钢市,2016-03-12,
新野县,2016-03-12,
洛宁县,2016-03-12,0.25416197244050637
凤泉区,2016-03-12,
虞城县,2016-03-12,
项城市,2016-03-12,
渑池县,2016-03-12,0.27954613665844175
商水县,2016-03-12,
禹州市,2016-03-12,0.19940318871991325
偃师市,2016-03-12,0.19819832494106454
北关区,2016-03-12,
华龙区,2016-03-12,
武陟县,2016-03-12,
中原区,2016-03-12,0.18017178904981687
内乡县,2016-03-12,
山城区,2016-03-12,
召陵区,2016-03-12,
汝南县,2016-03-12,
遂平县,2016-03-12,
叶县,2016-03-12,
唐河县,2016-03-12,
西华县,2016-03-12,
汤阴县,2016-03-12,
范县,2016-03-12,
吉利区,2016-03-12,
管城回族区,2016-03-12,
涧西区,2016-03-12,
淮滨县,2016-03-12,
孟州市,2016-03-12,
宝丰县,2016-03-12,0.21961314509342175
上街区,2016-03-12,
山阳区,2016-03-12,
宜阳县,2016-03-12,0.239968876352377
罗山县,2016-03-12,
解放区,2016-03-12,
驿城区,2016-03-12,
淇滨区,2016-03-12,
延津县,2016-03-12,
魏都区,2016-03-12,
原阳县,2016-03-12,0.31268213629598396
邓州市,2016-03-12,
卧龙区,2016-03-12,
睢县,2016-03-12,
龙安区,2016-03-12,
中站区,2016-03-12,
夏邑县,2016-03-12,
沁阳市,2016-03-12,
平桥区,2016-03-12,
光山县,2016-03-12,
泌阳县,2016-03-12,
修武县,2016-03-12,
西峡县,2016-03-12,
宛城区,2016-03-12,
殷都区,2016-03-12,
老城区,2016-03-12,
红旗区,2016-03-12,
扶沟县,2016-03-12,0.49780064453896505
社旗县,2016-03-12,
温县,2016-03-12,
太康县,2016-03-12,0.4576673116535
正阳县,2016-03-12,0.5916798753354466
西工区,2016-03-12,
博爱县,2016-03-12,
柘城县,2016-03-12,
永城市,2016-03-12,
安阳县,2016-03-12,
湛河区,2016-03-12,
襄城县,2016-03-12,
义马市,2016-03-12,0.2195336425389782
长垣县,2016-03-12,
兰考县,2016-03-12,0.33053881419342274
镇平县,2016-03-12,
新密市,2016-03-12,0.4514946203097613
开封市区,2016-03-12,0.19645075256321173
卫滨区,2016-03-12,
洛龙区,2016-03-12,0.1912008733725352
鄢陵县,2016-03-12,0.40335040026799734
卫东区,2016-03-12,
二七区,2016-03-12,
获嘉县,2016-03-12,
南乐县,2016-03-12,
荥阳市,2016-03-12,0.24055501245090438
濮阳县,2016-03-12,
瀍河回族区,2016-03-12,
灵宝市,2016-03-12,
上蔡县,2016-03-12,
通许县,2016-03-12,0.39488737074267793
新安县,2016-03-12,0.26286564040205157
鹿邑县,2016-03-12,
中牟县,2016-03-12,
栾川县,2016-03-12,
沈丘县,2016-03-12,
郾城区,2016-03-12,
郏县,2016-03-12,
惠济区,2016-03-12,0.2141360014699584
宁陵县,2016-03-12,
陕县,2016-03-12,0.25612371220086816
伊川县,2016-03-12,0.2109162454702475
汝阳县,2016-03-12,0.22748332551519268
鲁山县,2016-03-12,0.2427748957283355
淅川县,2016-03-12,
长葛市,2016-03-12,0.5614481893398936
新郑市,2016-03-12,
川汇区,2016-03-12,
林州市,2016-03-12,
开封县,2016-03-12,0.30417129868366416
浚县,2016-03-12,
牧野区,2016-03-12,
许昌县,2016-03-12,0.5462606221026165
新蔡县,2016-03-12,
桐柏县,2016-03-12,
清丰县,2016-03-12,
临颍县,2016-03-12,
淇县,2016-03-12,
南召县,2016-03-12,
新华区,2016-03-12,
舞阳县,2016-03-12,
新乡县,2016-03-12,
潢川县,2016-03-12,
滑县,2016-03-12,
浉河区,2016-03-12,
卢氏县,2016-03-12,
梁园区,2016-03-12,
民权县,2016-03-12,0.32230403273293706
新县,2016-03-12,
尉氏县,2016-03-12,0.5363063875580825
嵩县,2016-03-12,0.2309586679620293
湖滨区,2016-03-12,
方城县,2016-03-12,
淮阳县,2016-03-12,
济源市,2016-03-12,0.14580481027567588
平舆县,2016-03-12,
台前县,2016-03-12,
封丘县,2016-03-12,
源汇区,2016-03-12,
孟津县,2016-03-12,
金水区,2016-03-12,
睢阳区,2016-03-12,
固始县,2016-03-12,
商城县,2016-03-12,
登封市,2016-03-12,0.2593884406102363
巩义市,2016-03-12,
汝州市,2016-03-12,0.2796499705588403
内黄县,2016-03-12,
鹤山区,2016-03-12,
卫辉市,2016-03-12,
文峰区,2016-03-12,
石龙区,2016-03-12,
息县,2016-03-13,0.568733534055514
郸城县,2016-03-13,
确山县,2016-03-13,0.4357187610459886
杞县,2016-03-13,0.3084673013755293
马村区,2016-03-13,
西平县,2016-03-13,
辉县市,2016-03-13,0.322876994377709
舞钢市,2016-03-13,
新野县,2016-03-13,0.43315827744434726
洛宁县,2016-03-13,0.27885090322004324
凤泉区,2016-03-13,0.29676476757937703
虞城县,2016-03-13,0.13826419576889187
项城市,2016-03-13,0.32471159443039616
渑池县,2016-03-13,0.3214805429980745
商水县,2016-03-13,
禹州市,2016-03-13,
偃师市,2016-03-13,0.22789053536975398
北关区,2016-03-13,0.3261761021514906
华龙区,2016-03-13,0.25386360999620905
武陟县,2016-03-13,0.3944749502500618
中原区,2016-03-13,0.2234367405894296
内乡县,2016-03-13,0.4024883734018725
山城区,2016-03-13,0.25300018890896475
召陵区,2016-03-13,
汝南县,2016-03-13,
遂平县,2016-03-13,0.39862127845932604
叶县,2016-03-13,
唐河县,2016-03-13,0.49024010145626934
西华县,2016-03-13,
汤阴县,2016-03-13,0.38504094612186823
范县,2016-03-13,0.3192535697070308
吉利区,2016-03-13,0.32707079172605846
管城回族区,2016-03-13,0.19199307547914155
涧西区,2016-03-13,0.31220889466425145
淮滨县,2016-03-13,
孟州市,2016-03-13,0.32970623639529895
宝丰县,2016-03-13,
上街区,2016-03-13,0.19506329529276206
山阳区,2016-03-13,
宜阳县,2016-03-13,0.28739069076584434
罗山县,2016-03-13,
解放区,2016-03-13,0.14352784224165305
驿城区,2016-03-13,
淇滨区,2016-03-13,0.2879579877706941
